NOME_MUN,EXP_VIDA_AO_NASCER,MORTALIDADE_INFANTIL,IDHM,IDHM_RENDA,IDHM_LONGEVIDADE,IDHM_EDU,ANO,REND_MEDIO_FORMAL,TRANSF_PER_CAPITA_BOLSA_FAMILIA
Goianá,,,,,,,2015,946.73,63.79
Gonçalves,,,,,,,2015,1005.33,37.19
Gonzaga,,,,,,,2015,769.13,164.55
Gouveia,,,,,,,2015,863.05,68.62
Governador Valadares,,,,,,,2015,1159.25,66.93
Grão Mogol,,,,,,,2015,907.84,144.31
Grupiara,,,,,,,2015,751.34,55.25
Guanhães,,,,,,,2015,1028.17,80.82
Guapé,,,,,,,2015,891.35,64.42
Guaraciaba,,,,,,,2015,791.67,164.81
Guaraciama,,,,,,,2015,700.88,220.02
Guaranésia,,,,,,,2015,1164.49,41.16
Guarani,,,,,,,2015,837.96,111.76
Guarará,,,,,,,2015,854.28,89.85
Guarda-Mor,,,,,,,2015,1140.35,66.57
Guaxupé,,,,,,,2015,1231.18,47.0
Guidoval,,,,,,,2015,871.59,126.05
Guimarânia,,,,,,,2015,1036.84,78.54
Guiricema,,,,,,,2015,829.61,110.35
Gurinhatã,,,,,,,2015,1069.58,87.88
Heliodora,,,,,,,2015,820.03,85.15
Iapu,,,,,,,2015,885.95,119.49
Ibertioga,,,,,,,2015,750.53,91.62
Ibiaí,,,,,,,2015,713.35,208.06
Ibiá,,,,,,,2015,1124.0,66.32
Ibiracatu,,,,,,,2015,852.11,234.8
Ibiraci,,,,,,,2015,1191.65,31.94
Ibirité,,,,,,,2015,1277.87,55.46
Ibitiúra de Minas,,,,,,,2015,1053.91,66.13
Ibituruna,,,,,,,2015,861.29,109.55
Icaraí de Minas,,,,,,,2015,959.03,181.86
Igarapé,,,,,,,2015,1064.68,63.55
Igaratinga,,,,,,,2015,976.74,33.73
Iguatama,,,,,,,2015,1116.87,68.49
Ijaci,,,,,,,2015,1280.64,68.06
Ilicínea,,,,,,,2015,766.83,83.58
Imbé de Minas,,,,,,,2015,746.77,185.36
Inconfidentes,,,,,,,2015,826.3,37.67
Indaiabira,,,,,,,2015,708.94,248.11
Indianópolis,,,,,,,2015,1240.63,90.89
Ingaí,,,,,,,2015,950.68,76.41
Inhapim,,,,,,,2015,905.96,138.36
Inhaúma,,,,,,,2015,1050.16,140.26
Inimutaba,,,,,,,2015,872.22,122.07
Ipaba,,,,,,,2015,870.56,94.1
Ipanema,,,,,,,2015,891.62,118.62
Ipatinga,,,,,,,2015,1366.08,52.53
Ipiaçu,,,,,,,2015,916.44,97.92
Ipuiúna,,,,,,,2015,1005.05,60.3
Iraí de Minas,,,,,,,2015,1131.02,92.17
Itabira,,,,,,,2015,1601.08,30.46
Itabirinha,,,,,,,2015,897.7,127.75
Itabirito,,,,,,,2015,1399.13,33.03
Itacambira,,,,,,,2015,1015.56,228.86
Itacarambi,,,,,,,2015,916.19,191.92
Itaguara,,,,,,,2015,958.66,42.88
Itaipé,,,,,,,2015,1015.09,213.5
Itajubá,,,,,,,2015,1679.86,44.28
Itamarandiba,,,,,,,2015,819.85,159.32
Itamarati de Minas,,,,,,,2015,855.52,59.21
Itambacuri,,,,,,,2015,951.31,206.64
Itambé do Mato Dentro,,,,,,,2015,888.9,92.25
Itamogi,,,,,,,2015,868.95,49.02
Itamonte,,,,,,,2015,1142.77,47.65
Itanhandu,,,,,,,2015,967.76,26.12
Itanhomi,,,,,,,2015,824.32,93.96
Itaobim,,,,,,,2015,877.5,169.28
Itapagipe,,,,,,,2015,1284.66,59.04
Itapecerica,,,,,,,2015,1034.24,51.41
Itapeva,,,,,,,2015,1137.58,81.6
Itatiaiuçu,,,,,,,2015,1744.99,90.49
Itaú de Minas,,,,,,,2015,1309.01,44.39
Itaúna,,,,,,,2015,1317.78,25.31
Itaverava,,,,,,,2015,855.55,170.55
Itinga,,,,,,,2015,1103.57,258.86
Itueta,,,,,,,2015,1048.27,126.85
Ituiutaba,,,,,,,2015,1219.54,36.86
Itumirim,,,,,,,2015,943.01,86.55
Iturama,,,,,,,2015,1453.75,68.64
Itutinga,,,,,,,2015,923.63,76.71
Jaboticatubas,,,,,,,2015,994.13,74.27
Jacinto,,,,,,,2015,875.45,240.87
Jacuí,,,,,,,2015,899.61,53.54
Jacutinga,,,,,,,2015,937.52,14.76
Jaguaraçu,,,,,,,2015,844.38,74.97
Jaíba,,,,,,,2015,917.37,272.16
Jampruca,,,,,,,2015,917.95,220.1
Janaúba,,,,,,,2015,944.29,155.87
Januária,,,,,,,2015,999.18,214.08
Japaraíba,,,,,,,2015,886.8,64.24
Japonvar,,,,,,,2015,658.09,265.3
Jeceaba,,,,,,,2015,3179.27,74.26
Jenipapo de Minas,,,,,,,2015,909.04,152.02
Jequeri,,,,,,,2015,907.11,105.49
Jequitaí,,,,,,,2015,911.81,202.37
Jequitibá,,,,,,,2015,889.32,104.57
Jequitinhonha,,,,,,,2015,877.89,205.94
Jesuânia,,,,,,,2015,767.04,99.63
Joaíma,,,,,,,2015,883.49,244.58
Joanésia,,,,,,,2015,959.68,119.14
João Monlevade,,,,,,,2015,1236.92,36.3
João Pinheiro,,,,,,,2015,1197.7,87.57
Joaquim Felício,,,,,,,2015,807.18,81.74
Jordânia,,,,,,,2015,754.31,198.98
José Gonçalves de Minas,,,,,,,2015,883.16,196.03
Josenópolis,,,,,,,2015,952.06,288.92
José Raydan,,,,,,,2015,762.32,148.92
Juatuba,,,,,,,2015,1437.98,98.65
Juiz de Fora,,,,,,,2015,1371.47,36.55
Juramento,,,,,,,2015,731.59,206.99
Juruaia,,,,,,,2015,856.1,42.58
Juvenília,,,,,,,2015,759.57,222.16
Ladainha,,,,,,,2015,968.47,218.07
Lagamar,,,,,,,2015,1024.64,81.08
Lagoa da Prata,,,,,,,2015,1203.99,49.54
Lagoa dos Patos,,,,,,,2015,877.17,180.69
Lagoa Dourada,,,,,,,2015,846.84,48.35
Lagoa Formosa,,,,,,,2015,1007.57,53.07
Lagoa Grande,,,,,,,2015,858.83,110.71
Lagoa Santa,,,,,,,2015,1364.54,40.7
Lajinha,,,,,,,2015,993.45,112.95
Lambari,,,,,,,2015,983.39,105.09
Lamim,,,,,,,2015,868.03,121.9
Laranjal,,,,,,,2015,904.98,115.99
Lassance,,,,,,,2015,871.15,237.63
Lavras,,,,,,,2015,1487.79,56.77
Leandro Ferreira,,,,,,,2015,1203.41,60.92
Leme do Prado,,,,,,,2015,827.6,179.77
Leopoldina,,,,,,,2015,950.56,67.35
Liberdade,,,,,,,2015,881.81,144.4
Lima Duarte,,,,,,,2015,768.45,70.23
Limeira do Oeste,,,,,,,2015,1451.44,70.88
Lontra,,,,,,,2015,787.93,251.72
Luisburgo,,,,,,,2015,897.82,114.85
Luislândia,,,,,,,2015,830.48,270.54
Luminárias,,,,,,,2015,836.84,69.45
Luz,,,,,,,2015,1002.63,58.76
Machacalis,,,,,,,2015,935.29,175.61
Machado,,,,,,,2015,1058.45,55.15
Madre de Deus de Minas,,,,,,,2015,885.56,57.94
Malacacheta,,,,,,,2015,881.48,138.43
Mamonas,,,,,,,2015,800.41,172.38
Manga,,,,,,,2015,788.17,242.46
Manhuaçu,,,,,,,2015,1037.0,59.76
Manhumirim,,,,,,,2015,917.5,101.22
Mantena,,,,,,,2015,908.61,80.93
Maravilhas,,,,,,,2015,842.93,136.79
Mar de Espanha,,,,,,,2015,674.64,56.99
Maria da Fé,,,,,,,2015,1011.63,74.14
Mariana,,,,,,,2015,1531.66,103.47
Marilac,,,,,,,2015,858.6,254.59
Mário Campos,,,,,,,2015,964.45,52.35
Maripá de Minas,,,,,,,2015,789.02,61.59
Marliéria,,,,,,,2015,837.23,105.16
Marmelópolis,,,,,,,2015,934.15,146.54
Martinho Campos,,,,,,,2015,1041.38,63.66
Martins Soares,,,,,,,2015,1028.5,129.82
Mata Verde,,,,,,,2015,807.89,257.63
Materlândia,,,,,,,2015,962.65,245.59
Mateus Leme,,,,,,,2015,1129.23,56.66
Mathias Lobato,,,,,,,2015,1712.95,305.83
Matias Barbosa,,,,,,,2015,1194.66,53.19
Matias Cardoso,,,,,,,2015,745.79,146.82
Matipó,,,,,,,2015,976.51,113.03
Mato Verde,,,,,,,2015,806.18,173.34
Matozinhos,,,,,,,2015,1334.75,58.41
Matutina,,,,,,,2015,973.23,56.92
Medeiros,,,,,,,2015,908.53,43.12
Medina,,,,,,,2015,953.69,161.28
Mendes Pimentel,,,,,,,2015,841.7,160.66
Mercês,,,,,,,2015,762.12,181.04
Mesquita,,,,,,,2015,848.79,120.79
Minas Novas,,,,,,,2015,751.19,123.57
Minduri,,,,,,,2015,903.73,88.17
Mirabela,,,,,,,2015,918.09,214.06
Miradouro,,,,,,,2015,864.82,139.42
Miraí,,,,,,,2015,952.65,51.61
Miravânia,,,,,,,2015,805.45,260.96
Moeda,,,,,,,2015,1014.88,83.24
Moema,,,,,,,2015,871.66,82.92
Monjolos,,,,,,,2015,896.74,107.44
Monsenhor Paulo,,,,,,,2015,1357.59,57.56
Montalvânia,,,,,,,2015,785.46,195.21
Monte Alegre de Minas,,,,,,,2015,1026.11,52.84
Monte Azul,,,,,,,2015,887.23,140.3
Monte Belo,,,,,,,2015,1058.76,66.21
Monte Carmelo,,,,,,,2015,999.15,52.3
Monte Formoso,,,,,,,2015,1378.77,248.06
Monte Santo de Minas,,,,,,,2015,909.45,60.8
Montes Claros,,,,,,,2015,1265.23,74.03
Monte Sião,,,,,,,2015,960.67,22.74
Montezuma,,,,,,,2015,757.92,125.53
Morada Nova de Minas,,,,,,,2015,1005.62,59.31
Morro da Garça,,,,,,,2015,789.96,98.28
Morro do Pilar,,,,,,,2015,985.55,144.99
Munhoz,,,,,,,2015,878.76,79.93
Muriaé,,,,,,,2015,1041.37,55.3
Mutum,,,,,,,2015,862.05,116.08
Muzambinho,,,,,,,2015,1061.87,55.54
Nacip Raydan,,,,,,,2015,1006.19,264.04
Nanuque,,,,,,,2015,940.13,76.32
Naque,,,,,,,2015,822.67,189.96
Natalândia,,,,,,,2015,905.13,228.26
Natércia,,,,,,,2015,887.6,50.81
Nazareno,,,,,,,2015,1158.9,117.84
Nepomuceno,,,,,,,2015,865.99,65.83
Ninheira,,,,,,,2015,884.62,235.77
Nova Belém,,,,,,,2015,785.86,219.25
Nova Era,,,,,,,2015,1108.82,54.92
Nova Lima,,,,,,,2015,2261.77,23.43
Nova Módica,,,,,,,2015,812.41,146.41
Nova Ponte,,,,,,,2015,1040.83,60.46
Nova Porteirinha,,,,,,,2015,796.79,186.66
Nova Resende,,,,,,,2015,985.02,40.74
Nova Serrana,,,,,,,2015,1032.57,9.35
Nova União,,,,,,,2015,865.17,102.38
Novo Cruzeiro,,,,,,,2015,911.78,210.86
Novo Oriente de Minas,,,,,,,2015,1009.87,232.68
Novorizonte,,,,,,,2015,799.74,172.33
Olaria,,,,,,,2015,847.34,114.56
Olhos-D'Água,,,,,,,2015,844.26,177.63
Olímpio Noronha,,,,,,,2015,824.06,116.07
Oliveira Fortes,,,,,,,2015,924.27,72.02
Oliveira,,,,,,,2015,950.7,56.99
Onça de Pitangui,,,,,,,2015,1083.56,66.68
Oratórios,,,,,,,2015,949.32,73.79
Orizânia,,,,,,,2015,859.86,149.5
Ouro Branco,,,,,,,2015,1860.77,21.13
Ouro Fino,,,,,,,2015,1012.45,24.32
Ouro Preto,,,,,,,2015,1967.72,61.16
Ouro Verde de Minas,,,,,,,2015,884.34,240.73
Padre Carvalho,,,,,,,2015,770.06,287.01
Padre Paraíso,,,,,,,2015,803.09,291.28
Paineiras,,,,,,,2015,1010.77,50.42
Pains,,,,,,,2015,1128.35,61.4
Pai Pedro,,,,,,,2015,821.84,171.25
Paiva,,,,,,,2015,918.16,79.97
Palma,,,,,,,2015,772.9,159.23
Palmópolis,,,,,,,2015,859.49,237.22
Papagaios,,,,,,,2015,881.64,89.34
Paracatu,,,,,,,2015,1384.12,38.28
Pará de Minas,,,,,,,2015,1090.33,28.81
Paraguaçu,,,,,,,2015,936.58,65.63
Paraisópolis,,,,,,,2015,1173.85,59.64
Paraopeba,,,,,,,2015,940.5,70.74
Passabém,,,,,,,2015,1076.75,117.23
Passa Quatro,,,,,,,2015,1033.67,42.25
Passa Tempo,,,,,,,2015,1005.51,34.18
Passa-Vinte,,,,,,,2015,949.98,71.11
Passos,,,,,,,2015,1107.4,33.34
Patis,,,,,,,2015,777.84,276.08
Patos de Minas,,,,,,,2015,1245.92,21.78
Patrocínio do Muriaé,,,,,,,2015,955.55,69.28
Patrocínio,,,,,,,2015,1142.04,51.44
Paula Cândido,,,,,,,2015,806.04,108.24
Paulistas,,,,,,,2015,783.08,198.33
Pavão,,,,,,,2015,883.54,182.46
Peçanha,,,,,,,2015,846.47,159.17
Pedra Azul,,,,,,,2015,1002.08,231.27
Pedra Bonita,,,,,,,2015,858.89,222.44
Pedra do Anta,,,,,,,2015,1000.44,188.03
Pedra do Indaiá,,,,,,,2015,944.89,50.84
Pedra Dourada,,,,,,,2015,965.34,124.13
Pedralva,,,,,,,2015,888.3,71.69
Pedras de Maria da Cruz,,,,,,,2015,834.41,258.17
Pedrinópolis,,,,,,,2015,1094.56,75.45
Pedro Leopoldo,,,,,,,2015,1327.53,36.17
Pedro Teixeira,,,,,,,2015,870.37,165.92
Pequeri,,,,,,,2015,809.96,40.6
Pequi,,,,,,,2015,908.85,74.68
Perdigão,,,,,,,2015,1084.46,25.45
Perdizes,,,,,,,2015,1173.31,38.8
Perdões,,,,,,,2015,1013.12,37.9
Periquito,,,,,,,2015,729.3,217.45
Pescador,,,,,,,2015,955.31,176.73
Piau,,,,,,,2015,859.87,81.88
Piedade de Caratinga,,,,,,,2015,861.86,251.29
Piedade de Ponte Nova,,,,,,,2015,923.34,105.33
Piedade do Rio Grande,,,,,,,2015,804.14,59.4
Piedade dos Gerais,,,,,,,2015,961.2,135.55
Pimenta,,,,,,,2015,950.58,71.77
Pingo-D'Água,,,,,,,2015,729.49,142.53
Pintópolis,,,,,,,2015,809.6,180.91
Piracema,,,,,,,2015,901.2,41.42
Pirajuba,,,,,,,2015,1800.49,82.46
Piranga,,,,,,,2015,906.8,124.32
Piranguçu,,,,,,,2015,952.18,98.01
Piranguinho,,,,,,,2015,853.46,62.33
Pirapetinga,,,,,,,2015,1084.26,76.95
Pirapora,,,,,,,2015,1079.3,110.22
Piraúba,,,,,,,2015,870.4,53.06
Pitangui,,,,,,,2015,973.06,54.43
Piumhi,,,,,,,2015,965.37,50.01
Planura,,,,,,,2015,1214.29,56.47
Poço Fundo,,,,,,,2015,909.38,60.82
Poços de Caldas,,,,,,,2015,1374.43,26.28
Pocrane,,,,,,,2015,1013.86,147.69
Pompéu,,,,,,,2015,1050.35,66.77
Ponte Nova,,,,,,,2015,994.87,63.53
Ponto Chique,,,,,,,2015,702.56,313.21
Ponto dos Volantes,,,,,,,2015,817.93,200.25
Porteirinha,,,,,,,2015,906.67,171.91
Porto Firme,,,,,,,2015,775.72,273.72
Poté,,,,,,,2015,977.72,164.72
Pouso Alegre,,,,,,,2015,1437.25,27.9
Pouso Alto,,,,,,,2015,1007.51,49.56
Prados,,,,,,,2015,770.95,31.92
Prata,,,,,,,2015,1093.32,24.66
Pratápolis,,,,,,,2015,1000.94,44.91
Pratinha,,,,,,,2015,1029.82,70.32
Presidente Bernardes,,,,,,,2015,726.69,149.52
Presidente Juscelino,,,,,,,2015,823.05,143.59
Presidente Kubitschek,,,,,,,2015,744.56,73.26
Presidente Olegário,,,,,,,2015,1181.79,96.37
Prudente de Morais,,,,,,,2015,1070.86,84.95
Quartel Geral,,,,,,,2015,853.8,90.79
Queluzito,,,,,,,2015,1016.7,39.63
Raposos,,,,,,,2015,974.93,28.31
Raul Soares,,,,,,,2015,997.24,110.18
Recreio,,,,,,,2015,812.53,144.07
Reduto,,,,,,,2015,979.44,99.58
Resende Costa,,,,,,,2015,866.73,21.87
Resplendor,,,,,,,2015,959.63,95.66
Ressaquinha,,,,,,,2015,979.15,133.89
Riachinho,,,,,,,2015,1064.04,201.33
Riacho dos Machados,,,,,,,2015,1562.05,211.21
Ribeirão das Neves,,,,,,,2015,1098.79,53.8
Ribeirão Vermelho,,,,,,,2015,950.81,73.1
Rio Acima,,,,,,,2015,1381.19,45.56
Rio Casca,,,,,,,2015,842.27,116.78
Rio Doce,,,,,,,2015,821.26,87.14
Rio do Prado,,,,,,,2015,810.4,279.34
Rio Espera,,,,,,,2015,773.08,155.8
Rio Manso,,,,,,,2015,962.09,55.28
Rio Novo,,,,,,,2015,828.39,84.53
Rio Paranaíba,,,,,,,2015,1198.19,59.49
Rio Pardo de Minas,,,,,,,2015,877.39,202.47
Rio Piracicaba,,,,,,,2015,1027.54,113.62
Rio Pomba,,,,,,,2015,1398.66,63.66
Rio Preto,,,,,,,2015,692.41,134.61
Rio Vermelho,,,,,,,2015,817.14,149.64
Ritápolis,,,,,,,2015,889.11,102.8
Rochedo de Minas,,,,,,,2015,842.72,104.96
Rodeiro,,,,,,,2015,1063.67,40.94
Romaria,,,,,,,2015,974.12,65.98
Rosário da Limeira,,,,,,,2015,822.95,80.67
Rubelita,,,,,,,2015,935.42,210.84
Rubim,,,,,,,2015,917.26,183.74
Sabará,,,,,,,2015,1334.61,46.06
Sabinópolis,,,,,,,2015,920.2,105.98
Sacramento,,,,,,,2015,1051.4,38.89
Salinas,,,,,,,2015,918.95,97.96
Salto da Divisa,,,,,,,2015,1120.28,231.61
Santa Bárbara do Leste,,,,,,,2015,845.27,126.43
Santa Bárbara do Monte Verde,,,,,,,2015,780.9,106.72
Santa Bárbara do Tugúrio,,,,,,,2015,846.64,123.72
Santa Bárbara,,,,,,,2015,1322.62,100.12
Santa Cruz de Minas,,,,,,,2015,861.92,51.3
Santa Cruz de Salinas,,,,,,,2015,849.66,255.7
Santa Cruz do Escalvado,,,,,,,2015,955.62,127.94
Santa Efigênia de Minas,,,,,,,2015,706.77,292.31
Santa Fé de Minas,,,,,,,2015,561.38,321.32
Santa Helena de Minas,,,,,,,2015,910.82,302.73
Santa Juliana,,,,,,,2015,1390.36,58.97
Santa Luzia,,,,,,,2015,1322.82,56.84
Santa Margarida,,,,,,,2015,871.07,160.56
Santa Maria de Itabira,,,,,,,2015,829.54,72.96
Santa Maria do Salto,,,,,,,2015,957.31,191.77
Santa Maria do Suaçuí,,,,,,,2015,729.65,145.03
Santana da Vargem,,,,,,,2015,841.45,87.29
Santana de Cataguases,,,,,,,2015,910.45,95.16
Santana de Pirapama,,,,,,,2015,942.62,101.71
Santana do Deserto,,,,,,,2015,996.74,58.69
Santana do Garambéu,,,,,,,2015,1021.28,106.67
Santana do Jacaré,,,,,,,2015,877.86,114.62
Santana do Manhuaçu,,,,,,,2015,803.83,121.75
Santana do Paraíso,,,,,,,2015,1146.77,90.24
Santana do Riacho,,,,,,,2015,907.86,150.92
Santana dos Montes,,,,,,,2015,830.09,117.99
Santa Rita de Caldas,,,,,,,2015,1049.05,55.16
Santa Rita de Ibitipoca,,,,,,,2015,923.03,116.06
Santa Rita de Jacutinga,,,,,,,2015,763.33,91.72
Santa Rita de Minas,,,,,,,2015,750.15,89.81
Santa Rita do Itueto,,,,,,,2015,903.44,158.68
Santa Rita do Sapucaí,,,,,,,2015,1367.35,28.65
Santa Rosa da Serra,,,,,,,2015,947.75,110.56
Santa Vitória,,,,,,,2015,1527.31,51.16
Santo Antônio do Amparo,,,,,,,2015,913.3,113.23
Santo Antônio do Aventureiro,,,,,,,2015,852.76,83.82
Santo Antônio do Grama,,,,,,,2015,947.11,96.83
Santo Antônio do Itambé,,,,,,,2015,731.3,232.37
Santo Antônio do Jacinto,,,,,,,2015,810.43,163.79
Santo Antônio do Monte,,,,,,,2015,920.88,38.8
Santo Antônio do Retiro,,,,,,,2015,955.44,261.95
Santo Antônio do Rio Abaixo,,,,,,,2015,931.04,132.95
Santo Hipólito,,,,,,,2015,842.98,166.23
Santos Dumont,,,,,,,2015,1021.86,73.45
São Bento Abade,,,,,,,2015,1013.63,66.77
São Brás do Suaçuí,,,,,,,2015,1078.48,55.24
São Domingos das Dores,,,,,,,2015,853.08,179.72
São Domingos do Prata,,,,,,,2015,933.78,66.22
São Félix de Minas,,,,,,,2015,762.09,157.36
São Francisco de Paula,,,,,,,2015,922.76,73.38
São Francisco de Sales,,,,,,,2015,975.36,97.55
São Francisco do Glória,,,,,,,2015,905.96,116.97
São Francisco,,,,,,,2015,935.04,194.06
São Geraldo da Piedade,,,,,,,2015,857.0,220.25
São Geraldo do Baixio,,,,,,,2015,805.18,171.81
São Geraldo,,,,,,,2015,932.08,83.29
São Gonçalo do Abaeté,,,,,,,2015,1013.96,107.44
São Gonçalo do Pará,,,,,,,2015,933.53,46.58
São Gonçalo do Rio Abaixo,,,,,,,2015,1401.5,61.89
São Gonçalo do Rio Preto,,,,,,,2015,778.25,176.27
São Gonçalo do Sapucaí,,,,,,,2015,948.4,73.24
São Gotardo,,,,,,,2015,1227.74,50.86
São João Batista do Glória,,,,,,,2015,892.6,28.51
São João da Lagoa,,,,,,,2015,761.37,196.97
São João da Mata,,,,,,,2015,875.48,82.34
São João da Ponte,,,,,,,2015,849.11,266.0
São João das Missões,,,,,,,2015,872.49,390.82
São João Del Rei,,,,,,,2015,1427.0,48.38
São João do Manhuaçu,,,,,,,2015,825.36,167.23
São João do Manteninha,,,,,,,2015,826.18,100.2
São João do Oriente,,,,,,,2015,916.48,130.83
São João do Pacuí,,,,,,,2015,687.68,245.2
São João do Paraíso,,,,,,,2015,738.45,123.06
São João Evangelista,,,,,,,2015,852.39,202.99
São João Nepomuceno,,,,,,,2015,892.35,62.74
São Joaquim de Bicas,,,,,,,2015,1323.87,81.77
São José da Barra,,,,,,,2015,2331.86,28.77
São José da Lapa,,,,,,,2015,1553.09,80.96
São José da Safira,,,,,,,2015,913.33,251.28
São José da Varginha,,,,,,,2015,918.61,50.13
São José do Alegre,,,,,,,2015,1055.32,46.22
São José do Divino,,,,,,,2015,1109.49,191.07
São José do Goiabal,,,,,,,2015,821.79,92.31
São José do Jacuri,,,,,,,2015,823.23,177.09
São José do Mantimento,,,,,,,2015,842.32,158.45
São Lourenço,,,,,,,2015,989.86,43.45
São Miguel do Anta,,,,,,,2015,847.88,153.35
São Pedro da União,,,,,,,2015,978.68,90.55
São Pedro dos Ferros,,,,,,,2015,835.62,103.65
São Pedro do Suaçuí,,,,,,,2015,978.88,170.26
São Romão,,,,,,,2015,1008.13,192.49
São Roque de Minas,,,,,,,2015,1033.86,53.33
São Sebastião da Bela Vista,,,,,,,2015,913.4,55.14
São Sebastião da Vargem Alegre,,,,,,,2015,870.9,110.37
São Sebastião do Anta,,,,,,,2015,767.6,236.91
São Sebastião do Maranhão,,,,,,,2015,1006.98,178.03
São Sebastião do Oeste,,,,,,,2015,1101.11,68.69
São Sebastião do Paraíso,,,,,,,2015,1036.62,44.63
São Sebastião do Rio Preto,,,,,,,2015,783.57,58.48
São Sebastião do Rio Verde,,,,,,,2015,886.43,76.96
São Thomé das Letras,,,,,,,2015,940.73,98.37
São Tiago,,,,,,,2015,861.65,29.52
São Tomás de Aquino,,,,,,,2015,920.63,66.18
São Vicente de Minas,,,,,,,2015,924.33,67.27
Sapucaí-Mirim,,,,,,,2015,979.69,78.23
Sardoá,,,,,,,2015,830.7,181.96
Sarzedo,,,,,,,2015,1459.71,27.56
Sem-Peixe,,,,,,,2015,961.42,175.8
Senador Amaral,,,,,,,2015,807.98,124.01
Senador Cortes,,,,,,,2015,702.5,73.45
Senador Firmino,,,,,,,2015,795.19,94.93
Senador José Bento,,,,,,,2015,921.38,54.39
Senador Modestino Gonçalves,,,,,,,2015,789.45,173.75
Senhora de Oliveira,,,,,,,2015,899.48,120.57
Senhora do Porto,,,,,,,2015,799.74,175.08
Senhora dos Remédios,,,,,,,2015,772.75,135.08
Sericita,,,,,,,2015,732.68,103.34
Seritinga,,,,,,,2015,969.88,68.93
Serra Azul de Minas,,,,,,,2015,750.98,204.24
Serra da Saudade,,,,,,,2015,775.82,49.03
Serra dos Aimorés,,,,,,,2015,1094.79,102.38
Serra do Salitre,,,,,,,2015,1143.44,114.88
Serrania,,,,,,,2015,846.72,98.78
Serranópolis de Minas,,,,,,,2015,847.77,196.49
Serranos,,,,,,,2015,1085.93,117.03
Serro,,,,,,,2015,899.18,85.62
Sete Lagoas,,,,,,,2015,1309.88,27.42
Setubinha,,,,,,,2015,786.93,361.16
Silveirânia,,,,,,,2015,1017.65,88.0
Silvianópolis,,,,,,,2015,1000.01,56.35
Simão Pereira,,,,,,,2015,989.63,101.16
Simonésia,,,,,,,2015,889.2,109.28
Sobrália,,,,,,,2015,902.7,227.82
Soledade de Minas,,,,,,,2015,922.94,52.11
Tabuleiro,,,,,,,2015,834.85,84.93
Taiobeiras,,,,,,,2015,857.59,122.67
Taparuba,,,,,,,2015,728.25,203.39
Tapiraí,,,,,,,2015,1068.64,56.22
Tapira,,,,,,,2015,1749.43,74.97
Taquaraçu de Minas,,,,,,,2015,970.78,103.31
Tarumirim,,,,,,,2015,773.94,126.34
Teixeiras,,,,,,,2015,813.96,116.96
Teófilo Otoni,,,,,,,2015,1005.45,82.39
Timóteo,,,,,,,2015,1389.66,27.5
Tiradentes,,,,,,,2015,852.01,55.52
Tiros,,,,,,,2015,1235.12,95.32
Tocantins,,,,,,,2015,957.91,73.0
Tocos do Moji,,,,,,,2015,906.77,57.14
Toledo,,,,,,,2015,819.95,56.77
Tombos,,,,,,,2015,846.6,94.1
Três Corações,,,,,,,2015,1165.69,50.11
Três Marias,,,,,,,2015,1222.14,55.22
Três Pontas,,,,,,,2015,954.06,61.64
Tumiritinga,,,,,,,2015,788.76,237.85
Tupaciguara,,,,,,,2015,1203.9,93.11
Turmalina,,,,,,,2015,1137.34,99.56
Turvolândia,,,,,,,2015,858.69,75.42
Ubaí,,,,,,,2015,904.88,228.36
Ubá,,,,,,,2015,1033.32,35.13
Ubaporanga,,,,,,,2015,864.39,156.08
Uberaba,,,,,,,2015,1571.56,25.18
Uberlândia,,,,,,,2015,1547.27,23.84
Umburatiba,,,,,,,2015,850.93,227.34
Unaí,,,,,,,2015,1200.19,58.6
União de Minas,,,,,,,2015,1024.04,133.2
Uruana de Minas,,,,,,,2015,959.59,207.43
Urucânia,,,,,,,2015,979.77,94.15
Urucuia,,,,,,,2015,819.31,198.03
Vargem Alegre,,,,,,,2015,901.72,170.65
Vargem Bonita,,,,,,,2015,1033.18,70.02
Vargem Grande do Rio Pardo,,,,,,,2015,731.79,283.6
Varginha,,,,,,,2015,1263.81,20.62
Varjão de Minas,,,,,,,2015,1103.51,64.09
Várzea da Palma,,,,,,,2015,1029.34,81.23
Varzelândia,,,,,,,2015,890.71,216.04
Vazante,,,,,,,2015,1320.51,62.23
Verdelândia,,,,,,,2015,841.39,198.65
Veredinha,,,,,,,2015,753.33,171.53
Veríssimo,,,,,,,2015,1098.12,46.15
Vermelho Novo,,,,,,,2015,998.6,185.05
Vespasiano,,,,,,,2015,1563.85,48.64
Viçosa,,,,,,,2015,1936.35,59.71
Vieiras,,,,,,,2015,768.39,148.09
Virgem da Lapa,,,,,,,2015,991.8,164.12
Virgínia,,,,,,,2015,854.86,114.01
Virginópolis,,,,,,,2015,869.96,97.66
Virgolândia,,,,,,,2015,879.98,224.96
Visconde do Rio Branco,,,,,,,2015,967.77,58.94
Volta Grande,,,,,,,2015,877.83,147.31
Wenceslau Braz,,,,,,,2015,981.02,108.81
Abadia dos Dourados,,,,,,,2016,905.98,52.2
Abaeté,,,,,,,2016,977.33,33.22
Abre Campo,,,,,,,2016,861.64,117.54
Acaiaca,,,,,,,2016,838.87,234.14
Açucena,,,,,,,2016,874.13,121.26
Água Boa,,,,,,,2016,809.83,227.45
